sno,subject,vol,lesson,qno,question,question_image,option_1,option_1_image,option_2,option_2_image,option_3,option_3_image,option_4,option_4_image,answer,answer_image
42,physics,Vol1,3,12,"Two short bar magnets have magnetic moments $1.20\ Am^2$ and $1.00\ Am^2$ respectively. They are kept on a horizontal table parallel to each other with their north poles pointing towards the south. They have a common magnetic equator and are separated by a distance of 20.0 cm. The value of the resultant horizontal magnetic induction at the mid-point O of the line joining their centers is (Horizontal components of Earth's magnetic induction is $3.6 \times 10^{-5}\ Wb\ m^{-2}$)",,"$3.60 \times 10^{-5}\ Wb\ m^{-2}$",,"$3.5 \times 10^{-5}\ Wb\ m^{-2}$",,"$2.56 \times 10^{-4}\ Wb\ m^{-2}$",,"$2.2 \times 10^{-4}\ Wb\ m^{-2}$",,"$2.56 \times 10^{-4}\ Wb\ m^{-2}$",
43,physics,Vol1,3,13,"The vertical component of Earth's magnetic field at a place is equal to the horizontal component. What is the value of angle of dip at this place?",,30°,,45°,,60°,,90°,,45°,
44,physics,Vol1,3,14,"A flat dielectric disc of radius R carries an excess charge on its surface. The surface charge density is $\sigma$. The disc rotates about an axis perpendicular to its plane passing through the center with angular velocity $\omega$. Find the magnitude of the torque on the disc if it is placed in a uniform magnetic field whose strength is B which is directed perpendicular to the axis of rotation.",,"$\frac{1}{4}\sigma\omega\pi BR^2$",,"$\frac{1}{2}\sigma\omega\pi BR^2$",,"$\frac{1}{4}\sigma\omega\pi BR^3$",,"$\frac{1}{4}\sigma\omega\pi BR^4$",,"$\frac{1}{4}\sigma\omega\pi BR^4$",
45,physics,Vol1,3,15,"The potential energy of a magnetic dipole whose dipole moment is $\vec{p_m} = (-0.5\hat{i} + 0.4\hat{j})\ Am^2$ kept in uniform magnetic field $\vec{B} = 0.2\hat{i}$ T",,–0.1 J,,–0.8 J,,0.1 J,,0.8 J,,0.1 J,
46,physics,Vol1,4,1,"An electron moves on a straight-line path XY as shown in the figure. The coil abcd is adjacent to the path of the electron. What will be the direction of current, if any, induced in the coil?",physics_image_18.png,The current will reverse its direction as the electron goes past the coil,,No current will be induced,,abcd,,adcb,,The current will reverse its direction as the electron goes past the coil,
47,physics,Vol1,4,2,"A thin semi-circular conducting ring (PQR) of radius r is falling with its plane vertical in a horizontal magnetic field B, as shown in the figure. The potential difference developed across the ring when its speed v is",physics_image_19.png,Zero,,"$\frac{Bv\pi r^2}{2}$ and P is at higher potential",,$ \pi r B v$ and R is at higher potential,,2rBv and R is at higher potential,,2rBv and R is at higher potential,
48,physics,Vol1,4,3,"The flux linked with a coil at any instant t is given by $\Phi_B = 10t^2 - 50t + 250$. The induced emf at t = 3s is",,–190 V,,–10 V,,10 V,,190 V,,–10 V,
49,physics,Vol1,4,4,"When the current changes from +2 A to –2 A in 0.05 s, an emf of 8 V is induced in a coil. The co-efficient of self-induction of the coil is",,0.2 H,,0.4 H,,0.8 H,,0.1 H,,0.1 H,
50,physics,Vol1,4,5,"The current i flowing in a coil varies with time as shown in the figure. The variation of induced emf with time would be",physics_image_20.png,Option A,,Option B,,Option C,,Option D,,Option A,
51,physics,Vol1,4,6,"A circular coil with a cross-sectional area of 4 cm² has 10 turns. It is placed at the centre of a long solenoid that has 15 turns/cm and a cross-sectional area of 10 cm². The axis of the coil coincides with the axis of the solenoid. What is their mutual inductance?",,7.54 μH,,8.54 μH,,9.54 μH,,10.54 μH,,9.54 μH,
52,physics,Vol1,4,7,"In a transformer, the number of turns in the primary and the secondary are 410 and 1230 respectively. If the current in primary is 6A, then that in the secondary coil is",,2 A,,18 A,,12 A,,1 A,,2 A,
53,physics,Vol1,4,8,"A step-down transformer reduces the supply voltage from 220 V to 11 V and increase the current from 6 A to 100 A. Then its efficiency is",,1.2,,0.83,,0.12,,0.9,,0.83,
54,physics,Vol1,4,9,"In an electrical circuit, R, L, C and AC voltage source are all connected in series. When L is removed from the circuit, the phase difference between the voltage and current in the circuit is $\frac{\pi}{3}$. Instead, if C is removed from the circuit, the phase difference is again $\frac{\pi}{3}$. The power factor of the circuit is",,"$\frac{1}{2}$",,"$\frac{1}{\sqrt{2}}$",,1,,"$\frac{\sqrt{3}}{2}$",,1,
55,physics,Vol1,4,10,"In a series RL circuit, the resistance and inductive reactance are the same. Then the phase difference between the voltage and current in the circuit is",,"$\frac{\pi}{4}$",,"$\frac{\pi}{2}$",,"$\frac{\pi}{6}$",,zero,,"$\frac{\pi}{4}$",
56,physics,Vol1,4,11,"In a series resonant RLC circuit, the voltage across 100 $\Omega$ resistor is 40 V. The resonant frequency $\omega$ is 250 rad/s. If the value of C is 4 $\mu$F, then the voltage across L is",,600 V,,4000 V,,400 V,,1 V,,400 V,
57,physics,Vol1,4,12,"An inductor 20 mH, a capacitor 50 $\mu$F and a resistor 40 $\Omega$ are connected in series across a source of emf V = 10 sin 340 t. The power loss in AC circuit is",,0.76 W,,0.89 W,,0.46 W,,0.67 W,,0.89 W,
58,physics,Vol1,4,13,"The instantaneous values of alternating current and voltage in a circuit are $i = \frac{1}{\sqrt{2}}\sin(100\pi t)$ A and $v = \frac{1}{\sqrt{2}}\sin\left(100\pi t + \frac{\pi}{3}\right)$ V. The average power in watts consumed in the circuit is",,"$\frac{1}{4}$",,"$\frac{\sqrt{3}}{4}$",,"$\frac{1}{2}$",,"$\frac{1}{8}$",,"$\frac{1}{4}$",
59,physics,Vol1,4,14,"In an oscillating LC circuit, the maximum charge on the capacitor is Q. The charge on the capacitor when the energy is stored equally between the electric and magnetic fields is",,"$\frac{Q}{2}$",,"$\frac{Q}{\sqrt{3}}$",,"$\frac{Q}{\sqrt{2}}$",,Q,,"$\frac{Q}{\sqrt{2}}$",
60,physics,Vol1,4,15,"$\frac{20}{\pi^2}$ H inductor is connected to a capacitor of capacitance C. The value of C in order to impart maximum power at 50 Hz is",,50 μF,,0.5 μF,,500 μF,,5 μF,,5 μF,
61,physics,Vol1,5,1,"The dimension of $\frac{1}{\mu_0 \varepsilon_0}$ is",,"$[LT^{-1}]$",,"$[L^2T^{-2}]$",,"$[L^{-1}T]$",,"$[L^{-2}T^2]$",,"$[L^2T^{-2}]$",
62,physics,Vol1,5,2,"If the amplitude of the magnetic field is $3 \times 10^{-6}$ T, then amplitude of the electric field for a electromagnetic wave is",,"100 V m$^{-1}$",,"300 V m$^{-1}$",,"600 V m$^{-1}$",,"900 V m$^{-1}$",,"900 V m$^{-1}$",
63,physics,Vol1,5,3,"Which of the following electromagnetic radiation is used for viewing objects through fog",,microwave,,gamma rays,,X–rays,,infrared,,infrared,
64,physics,Vol1,5,4,"Which of the following is false for electromagnetic waves?",,it transports energy,,non-mechanical waves,,longitudinal,,produced by accelerating charges,,longitudinal,
65,physics,Vol1,5,5,"Consider an oscillator which has a charged particle oscillating about its mean position with a frequency of 300 MHz. The wavelength of electromagnetic waves produced by this oscillator is",,1 m,,10 m,,100 m,,1000 m,,1 m,
66,physics,Vol1,5,6,"The electric and the magnetic fields, associated with an electromagnetic wave, propagating along negative X axis can be represented by",,"$\vec{E} = E_o\hat{i}$ and $\vec{B} = B_o\hat{k}$",,"$\vec{E} = E_o\hat{k}$ and $\vec{B} = B_o\hat{j}$",,"$\vec{E} = E_o\hat{i}$ and $\vec{B} = B_o\hat{j}$",,"$\vec{E} = E_o\hat{j}$ and $\vec{B} = B_o\hat{i}$",,"$\vec{E} = E_o\hat{k}$ and $\vec{B} = B_o\hat{j}$",
67,physics,Vol1,5,7,"In an electromagnetic wave travelling in free space the rms value of the electric field is 3 Vm$^{-1}$. The peak value of the magnetic field is",,"$1.414 \times 10^{-8}$ T",,"$1.0 \times 10^{-8}$ T",,"$2.828 \times 10^{-8}$ T",,"$2.0 \times 10^{-8}$ T",,"$1.414 \times 10^{-8}$ T",
68,physics,Vol1,5,8,"An e.m. wave is propagating in a medium with a velocity $\vec{v} = v\hat{i}$. The instantaneous oscillating electric field of this e.m. wave is along +y–axis, then the direction of oscillating magnetic field of the e.m. wave will be along",,–y direction,,–x direction,,+z direction,,–z direction,,+z direction,
69,physics,Vol1,5,9,"If the magnetic monopole exists, then which of the following Maxwell's equation to be modified?",,"$\oint_s \vec{E}.d\vec{A} = \frac{Q_{enclosed}}{\varepsilon_0}$",,"$\oint_s \vec{B}.d\vec{A} = 0$",,"$\oint_\ell \vec{B}.d\vec{\ell} = \mu_0 i_c + \mu_0 \varepsilon_0 \frac{d}{dt}\oint_s \vec{E}.d\vec{A}$",,"$\oint_\ell \vec{E}.d\vec{\ell} = -\frac{d}{dt}\Phi_B$",,"$\oint_s \vec{B}.d\vec{A} = 0$",
70,physics,Vol1,5,10,"Fraunhofer lines are an example of ________ spectrum.",,line emission,,line absorption,,band emission,,band absorption,,line absorption,
71,physics,Vol1,5,11,"Which of the following is an electromagnetic wave?",,"$\alpha$ - rays",,"$\beta$ - rays",,"$\gamma$ - rays",,all of them,,"$\gamma$ - rays",
72,physics,Vol1,5,12,"Which one of them is used to produce a propagating electromagnetic wave?",,an accelerating charge,,a charge moving with constant velocity,,a stationary charge,,an uncharged particle,,an accelerating charge,
73,physics,Vol1,5,13,"If $E = E_o \sin[10^6 x - \omega t]$ be the electric field of plane electromagnetic wave, the value of $\omega$ is",,"$0.3 \times 10^{-14}\ rad\ s^{-1}$",,"$3 \times 10^{-14}\ rad\ s^{-1}$",,"$0.3 \times 10^{14}\ rad\ s^{-1}$",,"$3 \times 10^{14}\ rad\ s^{-1}$",,"$3 \times 10^{14}\ rad\ s^{-1}$",
74,physics,Vol1,5,14,"Which of the following is NOT true for electromagnetic waves?",,it transports energy,,it transports momentum,,it transports angular momentum,,in vacuum it travels with different speeds which depend on their frequency,,in vacuum it travels with different speeds which depend on their frequency,
75,physics,Vol1,5,15,"The electric and magnetic fields of an electromagnetic wave are",,in phase and perpendicular to each other,,out of phase and not perpendicular to each other,,in phase and not perpendicular to each other,,out of phase and perpendicular to each other,,in phase and perpendicular to each other,
76,physics,Vol2,6,1,"The speed of light in an isotropic medium depends on,",,its intensity,,its wavelength,,the nature of propagation,,the motion of the source w.r.t medium,,its wavelength,
77,physics,Vol2,6,2,"A rod of length 10 cm lies along the principal axis of a concave mirror of focal length 10 cm in such a way that its end closer to the pole is 20 cm away from the mirror. The length of the image is",,2.5 cm,,5 cm,,10 cm,,15 cm,,10 cm,
78,physics,Vol2,6,3,"An object is placed in front of a convex mirror of focal length of f and the maximum and minimum distance of an object from the mirror such that the image formed is real and magnified.",,2f and c,,c and ∞,,f and O,,None of these,,None of these,
79,physics,Vol2,6,4,"For light incident from air on a slab of refractive index 2, the maximum possible angle of refraction is",,30°,,45°,,60°,,90°,,30°,
80,physics,Vol2,6,5,"If the velocity and wavelength of light in air is $V_a$ and $\lambda_a$ and that in water is $V_W$ and $\lambda_W$ then the refractive index of water is",,"$\frac{V_W}{V_n}$",,"$\frac{V_a}{V_W}$",,"$\frac{\lambda_W}{\lambda_a}$",,"$\frac{V_a \lambda_a}{V_W \lambda_W}$",,"$\frac{V_a}{V_W}$",
81,physics,Vol2,6,6,"Stars twinkle due to",,reflection,,total internal reflection,,refraction,,polarization,,refraction,
82,physics,Vol2,6,7,"When a biconvex lens of glass having refractive index 1.47 is dipped in a liquid, it acts as a plane sheet of glass. This implies that the liquid must have refractive index",,less than one,,less than that of glass,,greater than that of glass,,equal to that of glass,,equal to that of glass,
83,physics,Vol2,6,8,"The radius of curvature of curved surface at a thin plano convex lens is 10 cm and the refractive index is 1.5. If the plane surface is silvered, then the focal length will be",,5 cm,,10 cm,,15 cm,,20 cm,,10 cm,
84,physics,Vol2,6,9,"An air bubble in glass slab of refractive index 1.5 (near normal incidence) is 5 cm deep when viewed from one surface and 3 cm deep when viewed from the opposite face. The thickness of the slab is",,8 cm,,10 cm,,12 cm,,16 cm,,12 cm,
85,physics,Vol2,6,10,"A ray of light travelling in a transparent medium of refractive index n falls, on a surface separating the medium from air at an angle of incidents of 45°. The ray can undergo total internal reflection for the following n",,n = 1.25,,n = 1.33,,n = 1.4,,n = 1.5,,n = 1.5,
86,physics,Vol2,7,1,"A plane glass is placed over a various coloured letters (violet, green, yellow, red) The letter which appears to be raised more is",,red,,yellow,,green,,violet,,violet,
87,physics,Vol2,7,2,"Two-point white dots are 1 mm apart on a black paper. They are viewed by eye of pupil diameter 3 mm approximately. The maximum distance at which these dots can be resolved by the eye is [take wavelength of light, $\lambda$ = 500 nm]",,1 m,,5 m,,3 m,,6 m,,5 m,
88,physics,Vol2,7,3,"In a Young's double-slit experiment, the slit separation is doubled. To maintain the same fringe spacing on the screen, the screen-to-slit distance D must be changed to",,2 D,,"$\frac{D}{2}$",,"$\sqrt{2}$ D",,"$\frac{D}{\sqrt{2}}$",,2 D,
89,physics,Vol2,7,4,"Two coherent monochromatic light beams of intensities I and 4I are superposed. The maximum and minimum possible intensities in the resulting beam are",,5I and I,,5I and 3I,,9I and I,,9I and 3I,,9I and I,
90,physics,Vol2,7,5,"When light is incident on a soap film of thickness $5 \times 10^{-5}$ cm, the wavelength of light reflected maximum in the visible region is 5320 Å. Refractive index of the film will be",,1.22,,1.33,,1.51,,1.83,,1.33,
91,physics,Vol2,7,6,"First diffraction minimum due to a single slit of width $1.0 \times 10^{-5}$ cm is at 30°. Then wavelength of light used is",,400 Å,,500 Å,,600 Å,,700 Å,,500 Å,
92,physics,Vol2,7,7,"A ray of light strikes a glass plate at an angle 60°. If the reflected and refracted rays are perpendicular to each other, the refractive index of the glass is",,"$\sqrt{3}$",,"$\frac{3}{2}$",,"$\sqrt{\frac{3}{2}}$",,2,,"$\sqrt{3}$",
93,physics,Vol2,7,8,"One of the Young's double slits is covered with a glass plate as shown in figure. The position of central maximum will",physics_image_21.png,get shifted downwards,,get shifted upwards,,will remain the same,,data insufficient to conclude,,get shifted upwards,
94,physics,Vol2,7,9,"Light transmitted by Nicol prism is",,partially polarised,,unpolarised,,plane polarised,,elliptically polarised,,plane polarised,
95,physics,Vol2,7,10,"The transverse nature of light is shown in",,interference,,diffraction,,scattering,,polarisation,,polarisation,
96,physics,Vol2,8,1,"The wavelength $\lambda_e$ of an electron and $\lambda_p$ of a photon of same energy E are related by",,"$\lambda_p \propto \lambda_e$",,"$\lambda_p \propto \sqrt{\lambda_e}$",,"$\lambda_p \propto \frac{1}{\sqrt{\lambda_e}}$",,"$\lambda_p \propto \lambda_e^2$",,"$\lambda_p \propto \sqrt{\lambda_e}$",
97,physics,Vol2,8,2,"In an electron microscope, the electrons are accelerated by a voltage of 14 kV. If the voltage is changed to 224 kV, then the de Broglie wavelength associated with the electrons would",,increase by 2 times,,decrease by 2 times,,decrease by 4 times,,increase by 4 times,,decrease by 4 times,
98,physics,Vol2,8,3,"The wave associated with a moving particle of mass $3 \times 10^{-6}$ g has the same wavelength as an electron with a velocity $6 \times 10^6$ ms$^{-1}$. The velocity of the particle is",,"$1.82 \times 10^{-18}$ ms$^{-1}$",,"$9 \times 10^{-2}$ ms$^{-1}$",,"$3 \times 10^{-31}$ ms$^{-1}$",,"$1.82 \times 10^{-15}$ ms$^{-1}$",,"$1.82 \times 10^{-18}$ ms$^{-1}$",
99,physics,Vol2,8,4,"When a metallic surface is illuminated with radiation of wavelength $\lambda$, the stopping potential is V. If the same surface is illuminated with radiation of wavelength $2\lambda$, the stopping potential is $\frac{V}{4}$. The threshold wavelength for the metallic surface is",,"$4\lambda$",,"$5\lambda$",,"$\frac{5}{2}\lambda$",,"$3\lambda$",,"$5\lambda$",
100,physics,Vol2,8,5,"If a light of wavelength 330 nm is incident on a metal with work function 3.55 eV, the electrons are emitted. Then the wavelength of the wave associated with the emitted electron is (Take h = $6.6 \times 10^{-34}$ Js)",,"$< 2.75 \times 10^{-9}$ m",,"$\geq 2.75 \times 10^{-9}$ m",,"$\leq 2.75 \times 10^{-12}$ m",,"$< 2.5 \times 10^{-10}$ m",,"$\leq 2.75 \times 10^{-12}$ m",
101,physics,Vol2,8,6,"A photoelectric surface is illuminated successively by monochromatic light of wavelength $\lambda$ and $\frac{\lambda}{2}$. If the maximum kinetic energy of the emitted photoelectrons in the second case is 3 times that in the first case, the work function of the material is",,"$\frac{hc}{\lambda}$",,"$\frac{2hc}{\lambda}$",,"$\frac{hc}{3\lambda}$",,"$\frac{hc}{2\lambda}$",,"$\frac{hc}{2\lambda}$",
